,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
2935,2010,290000,87620,1,0,1,0,17,166
2936,2017,890000,40219,1,0,1,0,17,167
2937,2011,385000,11473,0,0,0,0,3,46
2938,2017,425000,8352,0,0,0,0,0,8
2939,2017,525000,9745,0,0,1,0,0,2
2940,2017,550000,9748,0,0,0,0,1,30
2941,2012,271000,49000,0,0,0,0,17,169
2942,2018,1490000,20694,1,0,0,0,1,25
2943,2015,490000,31080,0,0,0,0,1,30
2944,2014,260000,37605,0,0,0,0,1,32
2945,2014,455000,55850,1,0,0,0,1,24
2946,2010,75000,58850,0,0,0,0,4,55
2947,2015,421000,23839,0,0,0,0,6,83
2948,2016,550000,54000,1,0,0,0,0,7
2949,2013,330000,38000,0,0,1,0,1,27
2950,2012,390000,45454,1,0,0,0,17,167
2951,2015,599000,46957,1,0,1,0,10,107
2952,2019,738000,8000,0,1,1,0,1,34
2953,2016,300000,30000,0,1,0,0,0,3
2954,2012,150000,110000,1,1,0,0,4,54
2955,2007,440000,223000,1,1,0,3,6,82
2956,2011,280000,110000,1,1,0,0,17,167
2957,2006,100000,120000,0,1,0,1,1,29
2958,2008,150000,100000,0,1,0,1,0,7
2959,2014,380000,100000,1,1,0,1,0,7
2960,2006,90000,60000,0,1,0,1,0,3
2961,2008,300000,270000,1,1,0,2,12,118
2962,2011,275000,60000,1,1,0,1,10,108
2963,2009,180000,41090,0,1,0,0,0,12
2964,2012,225000,296823,1,1,0,0,0,7
2965,2014,200000,40000,0,1,0,0,0,3
2966,2011,500000,40000,0,1,0,1,6,81
2967,2010,300000,70000,0,1,0,1,13,137
2968,2015,765000,80000,1,1,0,1,1,23
2969,2017,650000,90000,1,1,0,0,0,7
2970,2017,380000,19000,0,1,0,0,0,2
2971,2014,480000,110000,1,1,0,1,0,7
2972,1996,200000,60000,1,1,0,0,12,119
2973,2017,380000,19000,0,1,0,0,0,2
2974,2010,145000,68000,2,1,0,1,0,12
2975,2011,280000,120000,1,1,0,1,0,17
2976,2014,254999,30000,1,1,0,0,0,7
2977,2016,300000,90000,0,1,0,1,4,56
2978,2015,480000,140000,1,1,0,2,0,7
2979,2017,850000,44500,0,1,1,0,10,107
2980,2014,350000,52000,1,1,0,1,1,31
2981,2016,650000,26000,0,1,0,0,1,31
2982,2016,650000,26000,0,1,0,0,1,31
2983,2007,550000,80000,0,1,0,1,4,63
2984,2015,300000,35000,0,1,0,0,0,4
2985,2008,150000,60000,0,1,0,1,0,7
2986,2014,300000,120000,0,1,0,0,1,30
2987,2004,80000,58000,0,1,0,0,1,29
2988,2014,200000,100000,1,1,0,0,4,61
2989,2016,220000,43700,0,1,0,0,1,32
2990,2009,68000,120000,0,1,0,1,4,54
2991,2011,180000,80000,1,1,0,2,4,61
2992,2017,290000,20000,0,1,0,0,1,32
2993,2018,300000,25000,0,1,0,0,0,8
2994,2014,600000,27483,1,0,0,0,3,42
2995,2019,470000,8000,0,1,0,0,0,7
2996,2008,150000,30000,0,1,0,0,1,27
2997,2017,400000,30000,0,1,0,0,0,7
2998,2009,110000,100000,1,1,0,3,13,137
2999,2014,180000,56207,0,0,0,1,0,3
3000,2010,250000,40000,0,1,0,0,1,31
3001,2006,80000,70000,0,1,0,0,0,12
3002,2018,875000,1440,0,1,0,0,3,49
3003,2015,425000,12000,0,1,0,0,1,30
3004,2019,300000,50000,0,1,0,0,0,3
3005,2016,700000,35000,1,1,0,0,3,41
3006,2010,130000,50000,0,1,0,1,0,12
3007,2017,1000000,60000,1,1,0,1,0,11
3008,2017,650000,67000,1,1,0,0,0,7
3009,2013,400000,100000,0,1,0,1,15,151
3010,2017,800000,60000,1,1,0,0,12,129
3011,2017,675000,70000,1,1,0,0,12,121
3012,2017,210000,50000,0,1,0,3,0,9
3013,2009,150000,120000,1,1,0,2,4,63
3014,2007,45000,100000,2,1,0,3,0,9
3015,2015,516000,90000,0,1,0,0,1,31
3016,2014,450000,80000,0,1,0,0,1,31
3017,2012,134000,90000,0,1,0,1,5,77
3018,2014,509999,157000,1,1,0,1,6,83
3019,2016,500000,20000,0,1,0,0,17,169
3020,2008,130000,80000,0,1,0,3,0,12
3021,2015,575000,60000,1,1,0,0,0,7
3022,2015,550000,49000,0,1,0,0,1,34
3023,2009,145000,89255,1,1,0,0,4,54
3024,2020,347000,5000,0,1,0,0,0,3
3025,2013,275000,110000,1,1,0,0,4,54
3026,2010,630000,200000,1,1,0,2,6,82
3027,2012,160000,90000,1,1,0,1,5,75
3028,2010,150000,63000,1,1,0,2,16,163
3029,2015,550000,23000,0,1,0,0,3,45
3030,2013,349000,100000,1,1,0,0,12,123
3031,2004,229999,168000,1,1,0,3,12,121
3032,2008,110000,90000,1,1,0,2,4,54
3033,2008,110000,70000,0,1,0,2,0,2
3034,2018,245000,5550,0,1,0,1,15,152
3035,2014,180000,100000,0,1,0,1,0,3
3036,2014,290000,80000,0,1,0,1,0,2
3037,2010,250000,40000,0,1,0,0,1,31
3038,2010,150000,100000,1,1,0,0,4,52
3039,2004,55000,35000,0,1,0,2,0,1
3040,2006,500000,75000,1,1,0,1,10,110
3041,2013,290000,150000,1,1,0,3,12,123
3042,2019,400000,16000,0,1,1,0,1,29
3043,2009,72000,70000,0,1,0,0,0,3
3044,2014,250000,115000,1,1,0,0,0,17
3045,2019,575000,25000,0,1,1,0,0,7
3046,2019,1300000,10000,1,1,1,0,28,187
3047,2019,425000,15000,0,1,0,0,1,29
3048,2019,470000,10000,2,1,0,0,0,8
3049,2012,220000,80000,0,1,0,2,6,83
3050,2020,310000,1700,0,1,0,0,0,3
3051,2016,400000,45217,1,0,0,0,13,136
3052,2012,215000,97000,1,1,0,0,17,167
3053,2018,310000,20000,0,1,0,0,1,32
3054,2017,750000,50000,1,1,0,0,0,5
3055,2009,204999,120000,1,1,0,1,4,63
3056,2010,260000,50000,0,1,0,0,0,7
3057,2012,180000,40000,0,1,0,1,0,3
3058,2007,125000,110000,1,1,0,1,12,125
3059,2014,420000,155000,1,1,0,0,0,7
3060,2011,220000,70000,0,1,0,1,0,3
3061,2010,200000,70000,0,1,0,2,0,3
3062,2009,130000,100000,1,1,0,2,13,141
3063,2016,335000,41000,0,0,0,0,4,60
3064,2017,2650000,60000,1,0,1,0,13,139
3065,2018,2675000,56000,1,0,1,0,13,139
3066,2017,2675000,60000,1,0,1,0,13,139
3067,2011,434999,97000,0,0,1,1,3,42
3068,2014,500000,60000,0,1,0,0,3,42
3069,2017,290000,60000,0,1,0,0,0,3
3070,2014,475000,48000,0,0,1,1,13,140
3071,2009,270000,190000,1,1,0,2,0,7
3072,2019,600000,80000,0,1,0,0,1,24
3073,2013,300000,70000,1,1,0,1,1,31
3074,2012,415000,80000,1,1,0,1,17,166
3075,2018,800000,30000,1,1,1,1,0,6
3076,2016,420000,44440,0,1,0,1,1,30
3077,2018,1250000,30000,1,1,0,0,1,25
3078,2011,270000,120000,1,1,0,0,0,7
3079,2015,390000,80000,1,1,0,1,1,30
3080,2012,400000,110000,1,1,0,0,10,110
3081,2007,100000,170000,0,1,0,0,13,137
3082,2010,850000,46000,1,1,1,0,9,99
3083,2012,359000,120000,1,1,1,2,5,76
3084,2015,470000,91365,1,0,0,0,0,7
3085,2013,360000,90010,1,0,0,1,0,7
3086,2013,250999,80000,1,1,0,0,0,11
3087,2012,45000,35000,0,1,0,1,4,55
3088,2006,75000,80000,0,1,0,1,0,2
3089,2013,495000,31800,1,0,0,0,0,7
3090,2013,310000,59100,2,0,0,0,0,2
3091,2016,540000,31200,0,0,0,0,3,46
3092,2016,665000,51000,1,0,0,0,0,5
3093,2013,425000,22700,1,0,0,1,1,31
3094,2011,1295000,58000,1,0,1,0,9,102
3095,2016,675000,50900,1,0,0,0,0,5
3096,2018,980000,10000,1,1,0,0,0,6
3097,2014,320000,60000,1,1,0,0,5,75
3098,2011,250000,80000,0,1,0,1,0,17
3099,2016,600000,72000,1,1,0,0,0,13
3100,2016,300000,96000,0,1,0,0,1,24
3101,2014,305000,66000,1,1,0,0,5,75
3102,2012,270000,80000,1,1,0,1,4,63
3103,2012,300000,90000,1,1,0,0,15,157
3104,2009,106000,70000,0,1,0,0,0,2
3105,2006,90000,75000,0,1,0,2,1,37
3106,2019,539000,2417,0,1,0,0,4,60
3107,2009,110000,100000,1,1,0,3,13,137
3108,2016,250000,30000,0,1,0,1,1,32
3109,2009,300000,50000,0,1,0,0,1,31
3110,2018,707000,60000,1,1,0,0,12,118
3111,2007,95000,120000,0,1,0,3,1,33
3112,2020,495000,7000,2,1,0,0,0,8
3113,2012,200000,35000,1,1,0,0,4,52
3114,2009,110000,110000,0,1,0,3,0,16
3115,2008,100000,130000,0,1,0,3,0,3
3116,2016,150000,25000,0,1,0,1,0,3
3117,2016,509999,35000,0,1,0,0,6,83
3118,2005,50000,80000,0,1,0,2,13,141
3119,2007,85000,70000,0,1,0,1,5,80
3120,2018,475000,23000,0,1,0,0,1,30
3121,2014,425000,40000,0,1,0,0,17,169
3122,2006,480000,110000,0,1,1,1,18,116
3123,2019,950000,10000,1,1,0,0,0,15
3124,2015,535000,80000,1,1,0,0,0,7
3125,2009,325000,25000,1,1,0,2,1,23
3126,2013,270000,74000,0,1,0,2,0,2
3127,2015,300000,60000,0,1,0,2,0,4
3128,2011,325000,70000,1,1,0,0,17,167
3129,2010,350000,100000,1,1,0,0,4,63
3130,2008,229999,146000,1,1,0,2,1,23
3131,2012,325000,120000,1,1,0,1,0,7
3132,2005,70000,70000,0,1,0,1,0,2
3133,2008,190000,120000,1,1,0,2,10,110
3134,2011,345000,65500,1,1,0,0,5,76
3135,2016,1025000,70000,1,1,0,0,12,118
3136,2012,120000,50000,0,1,0,0,0,3
3137,2009,114999,90000,0,1,0,1,0,3
3138,2009,300000,120000,0,1,0,1,3,42
3139,2016,340000,56000,0,0,0,0,0,4
3140,2005,90000,70000,0,1,0,1,0,2
3141,2006,150000,140300,0,1,0,0,0,3
3142,2010,115999,70000,0,1,0,0,0,3
3143,2017,425000,36000,1,0,0,0,6,83
3144,2017,550000,12997,1,0,0,0,3,41
3145,2017,500000,40000,0,1,1,0,0,5
3146,2013,300000,25000,1,1,0,1,12,123
3147,2018,1150000,26430,1,0,0,0,1,23
3148,2015,475000,24600,0,0,0,0,0,7
3149,2011,260000,28481,0,0,0,0,0,2
3150,2013,350000,100000,0,1,0,0,13,140
3151,2013,750000,41988,1,0,0,0,12,120
3152,2017,350000,7658,0,0,1,0,15,152
3153,2009,180000,30375,0,0,0,0,0,2
3154,2017,611000,34400,1,0,0,0,0,7
3155,2017,325000,18500,0,0,0,0,15,152
3156,2012,225000,48000,0,0,0,0,1,32
3157,2014,300000,28942,0,0,1,0,0,2
3158,2017,400000,50000,1,1,0,1,12,121
3159,2012,711000,53600,1,0,0,0,12,120
3160,2015,851000,53652,1,0,0,0,6,82
3161,2016,375000,23000,0,0,0,1,0,2
3162,2007,275000,10211,0,1,0,0,0,12
3163,2005,120000,120000,1,1,0,2,12,118
3164,2015,350000,120000,1,1,0,0,0,4
3165,2017,409999,35000,0,1,0,0,0,4
3166,2012,500000,130000,1,1,0,0,1,23
3167,2013,220000,90000,1,1,0,1,14,147
3168,2008,120000,80000,0,1,0,1,13,137
3169,2007,70000,55000,0,1,0,1,1,29
3170,2017,800000,15000,0,1,0,0,0,7
3171,2014,450000,260000,1,1,0,1,0,7
3172,2012,525000,145000,1,1,0,0,12,118
3173,2016,300000,35000,0,1,0,0,2,40
3174,2008,195000,56000,0,1,0,1,1,27
3175,2007,130000,98000,1,1,0,1,13,137
3176,2011,300000,135000,1,1,0,1,6,83
3177,2002,120000,60000,0,1,0,2,0,3
3178,2010,450000,120000,1,1,0,2,6,82
3179,2010,160000,102000,1,1,0,1,4,52
3180,2018,800000,35000,1,1,0,0,12,121
3181,2013,100000,80000,0,1,0,0,0,1
3182,2017,825000,13599,0,0,1,0,17,169
3183,2015,265000,32933,0,0,0,0,0,3
3184,2008,175000,54551,0,0,0,0,0,2
3185,2014,250999,57112,0,0,0,0,0,9
3186,2015,471000,41025,0,0,1,0,1,24
3187,2019,650000,5000,1,1,0,0,0,7
3188,2019,650000,5000,1,1,0,0,0,7
3189,2012,225000,53122,0,0,0,1,1,32
3190,2013,245000,64111,2,0,0,0,0,3
3191,2011,221000,78892,0,0,0,0,0,17
3192,2011,271000,74113,0,0,0,0,1,31
3193,2012,290000,80000,0,0,0,0,0,2
3194,2017,525000,39000,0,0,0,0,0,7
3195,2012,377000,84775,0,0,0,0,17,167
3196,2012,95000,20778,0,0,0,0,4,55
3197,2015,763000,64441,1,0,0,0,0,11
3198,2015,450000,43192,0,0,0,0,3,41
3199,2014,140000,44416,0,0,0,0,4,55
3200,2016,701000,79991,1,0,0,0,0,5
3201,2011,277000,62601,1,0,0,1,14,146
3202,2018,520000,50000,0,1,1,0,0,13
3203,2017,550000,100000,1,1,0,0,13,136
3204,2011,260000,97000,1,1,0,2,17,167
3205,2015,420000,100000,1,1,0,0,15,154
3206,2002,35000,100000,0,1,0,2,26,184
3207,2018,1150000,20000,1,1,0,0,12,120
3208,2017,680000,46000,0,1,0,0,0,5
3209,2012,425000,40000,1,1,0,0,0,7
3210,2014,450000,70000,1,1,0,1,0,7
3211,2008,590000,89600,1,1,0,2,6,82
3212,2017,936999,60800,0,1,0,0,17,166
3213,2015,420000,104000,1,1,0,1,3,45
3214,2014,450000,80000,1,1,0,1,17,169
3215,2004,40000,69111,0,1,0,2,0,1
3216,2014,520000,70000,1,1,0,1,6,82
3217,2007,80000,120000,0,1,0,0,0,1
3218,2014,55000,40000,0,1,0,0,4,55
3219,2001,80000,100000,1,1,0,2,12,121
3220,2019,210000,20000,0,1,0,0,0,3
3221,2015,300000,50000,0,1,0,1,13,136
3222,2017,260000,50000,1,1,0,0,4,60
3223,2016,250000,70000,1,1,0,0,4,58
3224,2008,80000,90000,1,1,0,0,4,54
3225,2010,450000,150000,1,1,0,1,6,82
3226,2005,310000,120000,1,1,0,1,6,82
3227,2012,500000,100000,1,1,0,0,6,82
3228,2016,800000,70000,1,1,0,1,0,11
3229,2016,840000,70000,1,1,0,1,1,25
3230,2016,490000,50000,0,1,0,0,3,41
3231,2010,125000,81000,1,1,0,1,4,54
3232,2012,400000,120000,1,1,0,2,5,74
3233,2015,1000000,3600,1,0,0,0,5,76
3234,2015,530000,14272,0,0,0,0,13,136
3235,2017,840000,49213,1,0,0,0,13,135
3236,2015,229999,40000,0,1,0,0,1,27
3237,1998,40000,40000,0,1,0,3,0,1
3238,2012,130000,80000,0,1,0,0,5,77
3239,2015,200000,70000,0,1,0,0,1,32
3240,2011,120000,70000,1,1,0,0,4,54
3241,2003,75000,57000,0,1,0,0,1,29
3242,2016,250000,120000,1,1,0,0,4,56
3243,2005,100000,30000,0,1,0,0,0,1
3244,2013,280000,3240,0,1,0,1,1,32
3245,2015,540000,5000,0,1,0,0,1,31
3246,2018,700000,10000,0,1,0,0,1,31
3247,2014,350000,90000,0,1,0,1,13,136
3248,2011,320000,100000,1,1,0,0,0,10
3249,2016,475000,90000,1,1,0,0,3,41
3250,2011,220000,140000,1,1,0,1,4,61
3251,2013,210000,13770,1,1,0,0,14,146
3252,2005,61000,4637,0,1,0,1,13,141
3253,2009,355000,100000,1,1,1,1,10,106
3254,2012,150000,60000,1,1,0,0,5,75
3255,2011,133000,80000,1,1,0,0,4,54
3256,2015,650000,50000,1,1,1,0,5,76
3257,2014,210000,40000,0,1,0,1,14,146
3258,2013,130000,93900,1,1,0,1,5,75
3259,2007,60000,70000,0,1,0,0,0,1
3260,2005,120000,120000,1,1,0,2,12,118
3261,2017,2900000,40000,1,1,1,0,18,116
3262,2005,100000,120000,1,1,0,1,1,37
3263,2004,79000,80000,0,1,0,0,0,12
3264,2012,120000,110000,1,1,0,0,5,75
3265,2005,125000,34000,0,0,0,0,0,12
3266,2013,425000,20000,1,0,0,0,5,73
3267,2001,70000,117000,0,1,0,1,0,2
3268,2020,619000,1500,0,1,0,0,0,7
3269,2017,415000,48965,0,0,0,0,14,146
3270,2014,265000,55000,0,0,0,0,1,32
3271,2008,70000,60000,0,1,0,0,4,54
3272,2015,281000,40000,1,1,0,0,5,72
3273,2013,211000,80000,1,1,0,0,4,52
3274,2018,550000,11000,0,1,0,0,1,34
3275,2014,350000,110000,1,1,0,0,5,73
3276,2017,420000,19890,0,0,1,0,0,2
3277,2015,270000,20969,0,0,0,0,15,152
3278,2016,399000,20194,0,0,0,0,0,4
3279,2016,440000,34982,0,0,0,0,13,136
3280,2012,250000,44588,0,0,0,0,1,32
3281,2016,650000,57904,1,0,0,0,13,140
3282,2015,270000,59258,0,0,0,0,0,3
3283,2016,390000,60826,0,0,0,0,13,136
3284,2018,1500000,50000,1,1,0,0,12,120
3285,2014,225000,35000,0,1,0,0,0,1
3286,2015,900000,110000,1,1,0,1,12,120
3287,2018,1600000,40000,1,1,1,0,1,36
3288,2019,800000,10000,0,1,0,0,4,57
3289,2013,320000,50000,1,1,0,0,3,41
3290,2016,300000,25000,0,1,0,0,0,3
3291,2018,740000,25000,0,1,0,0,1,31
3292,2019,350000,1300,0,1,0,0,2,39
3293,2014,280000,40000,0,1,0,0,2,40
3294,2018,675000,50000,1,1,1,0,0,7
3295,2011,300000,20000,0,1,0,0,1,27
3296,2011,400000,76000,1,1,0,2,5,79
3297,2010,420000,100000,1,1,0,2,12,118
3298,2008,300000,120000,1,1,0,0,4,63
3299,2010,170000,70000,0,1,0,0,0,2
3300,2014,210000,70000,0,1,0,2,1,32
3301,2015,600000,60000,1,1,0,1,0,11
3302,2014,260000,38000,0,1,0,1,0,2
3303,2015,82000,19000,0,1,0,0,4,55
3304,2016,690000,75000,1,1,0,0,12,129
3305,2015,300000,70000,1,1,0,0,1,30
3306,2017,1250000,30000,1,1,0,0,3,51
3307,2017,799000,31707,1,1,0,0,1,23
3308,2010,1000000,180000,1,1,0,0,6,84
3309,2014,190000,90000,0,1,0,1,0,3
3310,2014,250000,30000,1,1,0,0,12,130
3311,2009,200000,60000,0,1,0,0,1,23
3312,2005,300000,90000,1,1,0,1,12,121
3313,2015,250000,120000,0,1,0,1,4,58
3314,2008,90000,70000,0,1,0,2,0,1
3315,2001,68000,70000,0,1,0,0,1,29
3316,2017,500000,26500,0,1,0,0,1,30
3317,2017,900000,50000,1,1,0,0,1,23
3318,2007,100000,52000,0,1,0,1,0,3
3319,2016,700000,160000,1,1,0,0,15,151
3320,2012,1750000,115992,1,0,1,2,19,173
3321,2017,290000,110000,0,1,0,1,0,2
3322,2014,1050000,97000,1,1,0,1,6,82
3323,2008,70000,100000,1,1,0,2,4,52
3324,2016,520000,41000,1,1,0,0,0,7
3325,2012,150000,90000,1,1,0,0,4,52
3326,2008,120000,90000,0,1,0,0,1,27
3327,2016,600000,25000,0,1,0,0,1,31
3328,2010,150000,70000,1,1,0,1,4,66
3329,2011,400000,60000,0,1,0,0,17,167
3330,2015,310000,30000,0,1,0,1,0,3
3331,2015,550000,30000,0,1,0,0,0,13
3332,2016,550000,60000,1,1,0,0,1,31
3333,2013,320000,73000,1,1,0,0,1,30
3334,1992,50000,100000,0,1,0,3,0,1
3335,2018,500000,32000,0,1,0,0,1,30
3336,2018,360000,26500,0,1,0,0,15,152
3337,2017,700000,50000,1,1,0,1,0,6
3338,2012,700000,110000,1,1,0,1,0,11
3339,2017,655000,84000,1,0,0,0,1,31
3340,2017,700000,50000,1,1,0,1,0,6
3341,2011,200000,110000,3,1,0,0,5,75
3342,2012,375000,150000,1,1,0,0,15,151
3343,2012,470000,109052,1,0,0,0,1,23
3344,2015,550000,90658,1,0,0,0,0,5
3345,2014,500000,110000,1,1,0,1,3,41
3346,2015,210000,25000,0,1,0,0,2,40
3347,2018,270000,20000,0,1,0,0,0,8
3348,2010,300000,80000,0,1,0,0,10,106
3349,2007,80000,60000,0,1,0,2,0,2
3350,2013,1451000,81000,1,0,1,0,8,91
3351,2018,1085000,15000,1,1,0,0,4,62
3352,2009,245000,75000,1,0,1,0,1,23
3353,2017,700000,25552,0,0,0,1,3,49
3354,2018,300000,20000,0,1,0,0,1,32
3355,2017,350000,80000,1,1,0,0,1,24
3356,2017,635000,25000,0,0,1,0,1,34
3357,2012,325000,40700,0,1,0,0,3,42
3358,2017,1150000,65500,1,0,1,0,12,120
3359,2008,110000,42000,0,0,0,0,4,52
3360,2018,890000,8000,0,0,0,0,3,42
3361,2007,73000,80000,0,1,0,1,0,7
3362,2014,170000,77000,0,1,0,0,5,75
3363,2016,750000,6000,0,0,0,0,0,5
3364,2017,280000,28838,0,1,0,0,1,32
3365,2018,690000,11174,0,0,0,0,0,13
3366,2008,130000,120000,0,1,0,0,4,52
3367,2007,73000,80000,0,1,0,1,0,7
3368,2007,85000,85000,0,1,0,1,1,29
3369,2018,1575000,10000,0,1,1,0,1,28
3370,2013,325000,105000,1,1,0,0,14,147
3371,1998,85000,120000,0,1,0,1,3,42
3372,2018,860000,30000,1,0,0,1,1,23
3373,2017,690000,41000,1,1,0,0,0,15
3374,2013,650000,54000,1,0,0,0,1,28
3375,2014,375000,40000,1,1,0,0,5,72
3376,2013,525000,71000,1,0,0,0,1,23
3377,2016,330000,72500,0,0,0,0,0,8
3378,2013,280000,76600,0,0,0,0,0,8
3379,2014,470000,40000,0,1,0,0,0,7
3380,2011,350000,110000,1,1,0,0,17,169
3381,2012,480000,63000,0,0,0,0,3,42
3382,2016,620000,60000,1,1,0,0,1,23
3383,2014,250000,58000,0,1,0,0,2,40
3384,2010,78692,80000,0,1,0,1,5,77
3385,2012,350000,80000,1,1,0,0,1,31
3386,2013,250000,70000,0,1,0,1,0,2
3387,2011,260000,97700,0,1,0,3,1,31
3388,2016,640000,36000,1,1,0,1,3,45
3389,2008,220000,90000,1,1,0,1,4,63
3390,2015,465000,130000,1,1,0,0,17,167
3391,2010,229999,120000,1,1,0,1,0,7
3392,2018,425000,15000,0,1,0,0,0,2
3393,2008,95000,120000,0,1,0,2,4,54
3394,2012,170000,170000,3,1,0,2,1,32
3395,2016,229999,37500,0,1,0,1,2,39
3396,1999,45000,50000,0,1,0,2,0,1
3397,2007,479000,145000,0,1,0,2,0,22
3398,2016,370000,60000,0,1,0,0,12,128
3399,2016,340000,30000,0,1,0,0,1,32
3400,2016,620000,35000,0,1,0,0,0,7
3401,2012,270000,60000,1,1,0,0,4,61
3402,2018,400000,35000,1,1,0,0,4,60
3403,2015,260000,40000,0,1,0,0,0,2
3404,2003,48000,50000,0,1,0,3,1,29
3405,2015,100000,23800,0,1,0,1,4,55
3406,2015,490000,70000,1,1,0,0,14,145
3407,2010,120000,90000,3,1,0,1,0,2
3408,2008,125000,102000,0,1,0,1,1,27
3409,2013,160000,80000,0,1,0,0,1,32
3410,2019,190000,5000,0,1,0,0,0,3
3411,2019,1700000,10000,1,1,0,0,4,68
3412,2011,250000,50000,0,1,0,0,1,27
3413,2019,500000,15000,0,1,0,0,0,20
3414,2008,400000,35000,0,1,0,1,6,81
3415,2011,500000,20000,0,1,0,0,16,161
3416,2014,1800000,99000,1,1,1,0,6,84
3417,2008,320000,90000,0,1,0,0,3,43
3418,2007,250000,47000,0,0,1,0,3,43
3419,2010,105000,90000,1,1,0,2,13,136
3420,2018,550000,20000,0,1,0,0,1,31
3421,2019,600000,1100,0,1,1,0,1,30
3422,2020,210000,40000,0,1,0,0,0,3
3423,2012,210000,15000,0,1,0,0,0,3
3424,2009,150000,40000,0,1,0,0,0,3
3425,2008,125000,60000,0,1,0,0,1,27
3426,2016,380000,20000,0,1,0,0,0,4
3427,2019,600000,5000,0,1,0,0,0,13
3428,2016,490000,27000,0,1,0,0,0,7
3429,2018,545000,38000,1,1,0,1,0,7
3430,2015,250000,25000,0,1,0,0,0,2
3431,2020,1050000,1100,0,1,0,0,1,26
3432,2007,100000,100000,0,1,0,0,0,2
3433,2014,250000,100000,1,1,0,1,13,136
3434,2007,100000,110000,0,1,0,0,0,2
3435,2016,350000,60000,1,1,0,1,13,136
3436,2012,370000,70000,1,1,0,1,15,151
3437,2004,121000,110000,0,1,0,1,0,12
3438,2017,570000,44077,0,0,1,0,13,136
3439,2017,785000,24000,1,1,0,0,0,11
3440,2018,850000,30000,1,1,0,0,0,5
3441,2016,375000,30000,0,1,0,1,0,2
3442,2017,619000,40000,0,1,0,0,0,13
3443,2011,335000,90000,1,1,0,1,5,76
3444,2006,500000,50000,1,1,0,0,6,82
3445,2003,60000,100000,0,1,0,1,0,2
3446,2010,130000,50000,0,1,0,1,0,12
3447,2015,210000,210000,1,1,0,0,12,134
3448,2019,1900000,20000,1,1,0,0,6,82
3449,2013,270000,70000,1,1,0,1,4,52
3450,2010,225000,100000,0,1,0,1,0,2
3451,2011,150000,160000,0,1,0,1,0,10
3452,2013,173000,70000,1,1,0,0,5,75
3453,2018,4800000,9422,1,1,1,0,18,116
3454,2017,710000,110000,1,1,1,0,17,167
3455,2019,1500000,20000,0,1,0,0,6,81
3456,2017,550000,20000,0,1,0,0,0,13
3457,2008,58000,70000,0,1,0,1,0,1
3458,2012,1200000,60000,0,1,1,2,9,102
3459,2013,500000,150000,1,1,0,0,12,118
3460,2009,120000,83000,0,1,0,1,0,7
3461,2012,300000,250000,1,1,0,0,6,82
3462,2018,300000,30000,0,1,0,0,1,32
3463,2015,295000,21000,0,1,0,0,2,40
3464,2018,587000,80000,2,1,0,0,0,11
3465,2012,430000,50000,0,1,0,1,27,186
3466,2007,123000,50000,0,1,0,1,1,23
3467,2012,450000,48500,1,1,1,1,10,110
3468,2007,130000,60000,0,1,0,2,0,2
3469,2010,110000,90000,1,1,0,1,4,54
3470,2010,200000,240000,1,1,0,2,12,122
3471,2015,320000,70000,0,1,0,1,1,30
3472,2014,300000,50000,0,1,0,0,0,2
3473,2016,350000,110000,0,1,0,0,17,171
3474,2018,800000,50000,0,1,0,0,0,11
3475,2016,270000,175000,1,1,0,0,1,24
3476,2017,540000,60000,0,1,0,0,1,31
3477,2011,160000,60000,2,1,0,1,0,2
3478,2013,340000,100000,1,1,0,1,0,10
3479,2017,350000,40000,0,1,0,1,0,8
3480,2011,300000,100000,1,1,0,0,17,167
3481,2013,330000,63000,1,1,0,0,0,17
3482,2016,325000,80000,2,1,0,1,0,2
3483,2013,250000,55000,1,1,0,0,0,7
3484,2013,250000,55000,1,1,0,0,0,7
3485,2015,240000,60000,0,1,0,0,5,75
3486,2020,545000,5000,0,1,0,0,1,30
3487,2015,300000,48000,0,0,0,0,1,27
3488,2010,130000,80000,0,1,0,1,5,75
3489,2017,240000,50000,0,1,0,0,15,152
3490,2018,360000,15000,0,1,0,0,15,152
3491,2012,250000,70000,1,1,0,0,1,31
3492,2019,475000,105000,1,0,1,0,10,110
3493,2016,600000,50000,1,1,0,1,1,31
3494,2010,150000,80000,1,1,0,1,4,52
3495,2017,700000,50000,1,1,0,0,13,135
3496,2016,1290000,5000,1,1,0,0,12,120
3497,2004,80000,58000,0,1,0,0,1,29
3498,2015,425000,12000,0,1,0,0,1,30
3499,2018,500000,10000,0,1,1,0,0,4
3500,2012,193000,45000,0,1,0,1,1,29
3501,2015,800000,10000,0,1,0,0,3,42
3502,2008,150000,50000,0,1,0,0,0,2
3503,2002,80000,40000,0,1,0,3,0,1
3504,2010,130000,100000,1,1,0,2,13,136
3505,2012,280000,80000,1,1,0,1,13,136
3506,2011,229999,110000,1,1,0,1,12,122
3507,2008,80000,120000,0,1,0,0,0,12
3508,2010,70000,10000,0,1,0,0,4,55
3509,2013,240000,60000,1,1,0,1,0,17
3510,2010,380000,72000,1,1,0,1,12,122
3511,2013,240000,60000,1,1,0,1,0,17
3512,2006,80000,110000,0,1,0,0,1,29
3513,2013,265000,50000,0,1,0,0,1,27
3514,2018,320000,25000,0,1,0,0,1,32
